"","license_class","trips_per_day","farebox_per_day","unique_drivers","unique_vehicles","vehicles_per_day","avg_days_vehicles_on_road","avg_hours_per_day_per_vehicle","avg_days_drivers_on_road","avg_hours_per_day_per_driver","avg_minutes_per_trip","percent_of_trips_paid_with_credit_card","trips_per_day_shared","month_year","month_year1","trips_per_month","month_date","farebox_per_month","week","trips_per_week","year","farebox_per_week","total_trips_per_day","shared_trips_per_day_percent"
"345","FHV - Lux Limo",753,NA,1008,971,367,11.4,2,11.2,2,60,NA,NA,"2021-04",Apr 2021,22590,2021-04-28,NA,"17",5271,"2021",NA,NA,NA
"346","FHV - Lux Limo",715,NA,911,903,346,11.9,2,12,2,55,NA,NA,"2021-03",Mar 2021,22165,2021-03-28,NA,"12",5005,"2021",NA,NA,NA
"347","FHV - Lux Limo",600,NA,814,805,284,9.9,2.1,10,2,54,NA,NA,"2021-02",Feb 2021,16800,2021-02-28,NA,"08",4200,"2021",NA,NA,NA
"348","FHV - Lux Limo",529,NA,793,769,265,10.7,2,10.6,1.9,50,NA,NA,"2021-01",Jan 2021,16399,2021-01-28,NA,"04",3703,"2021",NA,NA,NA
"349","FHV - Lux Limo",537,NA,823,796,266,10.4,2,10.2,2,54,NA,NA,"2020-12",Dec 2020,16647,2020-12-28,NA,"52",3759,"2020",NA,NA,NA
"350","FHV - Lux Limo",490,NA,755,734,246,10.1,2,10,1.9,59,NA,NA,"2020-11",Nov 2020,14700,2020-11-28,NA,"47",3430,"2020",NA,NA,NA
"351","FHV - Lux Limo",567,NA,889,868,286,10.2,2,10.2,1.9,61,NA,NA,"2020-10",Oct 2020,17577,2020-10-28,NA,"43",3969,"2020",NA,NA,NA
"352","FHV - Lux Limo",527,NA,805,779,258,10,2,9.8,2,62,NA,NA,"2020-09",Sep 2020,15810,2020-09-28,NA,"39",3689,"2020",NA,NA,NA
"353","FHV - Lux Limo",449,NA,694,691,207,9.3,2.1,9.4,2.1,56,NA,NA,"2020-08",Aug 2020,13919,2020-08-28,NA,"34",3143,"2020",NA,NA,NA
"354","FHV - Lux Limo",436,NA,597,567,186,10.2,2.3,9.8,2.3,52,NA,NA,"2020-07",Jul 2020,13516,2020-07-28,NA,"30",3052,"2020",NA,NA,NA
"355","FHV - Lux Limo",315,NA,447,431,141,9.9,2.2,9.7,2.1,51,NA,NA,"2020-06",Jun 2020,9450,2020-06-28,NA,"25",2205,"2020",NA,NA,NA
"356","FHV - Lux Limo",191,NA,343,344,96,8.7,2,8.7,1.9,47,NA,NA,"2020-05",May 2020,5921,2020-05-28,NA,"21",1337,"2020",NA,NA,NA
"357","FHV - Lux Limo",148,NA,319,337,75,6.7,1.9,7.1,1.9,48,NA,NA,"2020-04",Apr 2020,4440,2020-04-28,NA,"17",1036,"2020",NA,NA,NA
"358","FHV - Lux Limo",1060,NA,2194,2063,531,8,2,7.8,1.9,61,NA,NA,"2020-03",Mar 2020,32860,2020-03-28,NA,"12",7420,"2020",NA,NA,NA
"359","FHV - Lux Limo",2472,NA,2472,2343,1071,13.3,2.3,13.1,2.2,63,NA,NA,"2020-02",Feb 2020,71688,2020-02-28,NA,"08",17304,"2020",NA,NA,NA
"360","FHV - Lux Limo",2474,NA,2595,2575,1103,13.3,2.2,13.6,2.2,61,NA,NA,"2020-01",Jan 2020,76694,2020-01-28,NA,"04",17318,"2020",NA,NA,NA
"361","FHV - Lux Limo",2736,NA,2771,2724,1144,13,2.4,13.1,2.3,71,NA,NA,"2019-12",Dec 2019,84816,2019-12-28,NA,"51",19152,"2019",NA,NA,NA
"362","FHV - Lux Limo",2017,NA,1853,1776,835,14.1,2.4,14,2.3,67,NA,NA,"2019-11",Nov 2019,60510,2019-11-28,NA,"47",14119,"2019",NA,NA,NA
"363","FHV - Lux Limo",3105,NA,2682,2530,1256,15.4,2.4,15.1,2.4,69,NA,NA,"2019-10",Oct 2019,96255,2019-10-28,NA,"43",21735,"2019",NA,NA,NA
"364","FHV - Lux Limo",2739,NA,2522,2402,1098,13.7,2.5,13.5,2.4,75,NA,NA,"2019-09",Sep 2019,82170,2019-09-28,NA,"38",19173,"2019",NA,NA,NA
"365","FHV - Lux Limo",2099,NA,2389,2311,969,13,2.1,12.9,2.1,73,NA,NA,"2019-08",Aug 2019,65069,2019-08-28,NA,"34",14693,"2019",NA,NA,NA
"366","FHV - Lux Limo",2013,NA,2105,2013,881,13.6,2.3,13.4,2.2,73,NA,NA,"2019-07",Jul 2019,62403,2019-07-28,NA,"29",14091,"2019",NA,NA,NA
"367","FHV - Lux Limo",2276,NA,2124,2140,993,13.9,2.3,14.1,2.3,71,NA,NA,"2019-06",Jun 2019,68280,2019-06-28,NA,"25",15932,"2019",NA,NA,NA
"368","FHV - Lux Limo",2657,NA,2245,2256,1100,15.1,2.4,15.1,2.4,70,NA,NA,"2019-05",May 2019,82367,2019-05-28,NA,"21",18599,"2019",NA,NA,NA
"369","FHV - Lux Limo",2584,NA,2374,2391,1118,14,2.3,14.1,2.3,67,NA,NA,"2019-04",Apr 2019,77520,2019-04-28,NA,"16",18088,"2019",NA,NA,NA
"370","FHV - Lux Limo",1513,NA,1786,1799,698,12,2.1,12,2.1,62,NA,NA,"2019-03",Mar 2019,46903,2019-03-28,NA,"12",10591,"2019",NA,NA,NA
"371","FHV - Lux Limo",2467,NA,2147,2142,1034,13.5,2.4,13.6,2.3,65,NA,NA,"2019-02",Feb 2019,69076,2019-02-28,NA,"08",17269,"2019",NA,NA,NA
"372","FHV - Lux Limo",2573,NA,2675,2533,1137,13.9,2.2,13.7,2.2,63,NA,NA,"2019-01",Jan 2019,79763,2019-01-28,NA,"04",18011,"2019",NA,NA,NA
"373","FHV - Lux Limo",3025,NA,3083,2991,1260,13.1,2.4,13.1,2.3,70,NA,NA,"2018-12",Dec 2018,93775,2018-12-28,NA,"52",21175,"2018",NA,NA,NA
"374","FHV - Lux Limo",3622,NA,2960,2832,1364,14.5,2.5,14.2,2.4,71,NA,NA,"2018-11",Nov 2018,108660,2018-11-28,NA,"48",25354,"2018",NA,NA,NA
"375","FHV - Lux Limo",3467,NA,2835,2696,1384,15.9,2.5,15.6,2.4,71,NA,NA,"2018-10",Oct 2018,107477,2018-10-28,NA,"43",24269,"2018",NA,NA,NA
"376","FHV - Lux Limo",2556,NA,2425,2271,1062,14,2.4,13.6,2.3,69,NA,NA,"2018-09",Sep 2018,76680,2018-09-28,NA,"39",17892,"2018",NA,NA,NA
"377","FHV - Lux Limo",2211,NA,2516,2395,1027,13.3,2.1,13,2.1,68,NA,NA,"2018-08",Aug 2018,68541,2018-08-28,NA,"35",15477,"2018",NA,NA,NA
"378","FHV - Lux Limo",2377,NA,2663,2488,1072,13.4,2.2,12.8,2.1,69,NA,NA,"2018-07",Jul 2018,73687,2018-07-28,NA,"30",16639,"2018",NA,NA,NA
"379","FHV - Lux Limo",3433,NA,3135,3062,1431,14,2.4,14.2,2.3,73,NA,NA,"2018-06",Jun 2018,102990,2018-06-28,NA,"26",24031,"2018",NA,NA,NA
"380","FHV - Lux Limo",3531,NA,3180,3141,1463,14.4,2.4,14.7,2.3,72,NA,NA,"2018-05",May 2018,109461,2018-05-28,NA,"22",24717,"2018",NA,NA,NA
"381","FHV - Lux Limo",3362,NA,3289,3214,1446,13.5,2.3,13.6,2.2,63,NA,NA,"2018-04",Apr 2018,100860,2018-04-28,NA,"17",23534,"2018",NA,NA,NA
"382","FHV - Lux Limo",3127,NA,3174,3077,1346,13.6,2.3,13.6,2.2,64,NA,NA,"2018-03",Mar 2018,96937,2018-03-28,NA,"13",21889,"2018",NA,NA,NA
"383","FHV - Lux Limo",3240,NA,3273,3189,1399,12.3,2.3,12.4,2.2,62,NA,NA,"2018-02",Feb 2018,90720,2018-02-28,NA,"09",22680,"2018",NA,NA,NA
"384","FHV - Lux Limo",3142,NA,3385,3299,1378,13,2.2,13.1,2.2,63,NA,NA,"2018-01",Jan 2018,97402,2018-01-28,NA,"04",21994,"2018",NA,NA,NA
"385","FHV - Lux Limo",3139,NA,3479,3331,1343,12.5,2.3,12.4,2.2,69,NA,NA,"2017-12",Dec 2017,97309,2017-12-28,NA,"52",21973,"2017",NA,NA,NA
"386","FHV - Lux Limo",3246,NA,3088,2978,1341,13.5,2.4,13.5,2.3,68,NA,NA,"2017-11",Nov 2017,97380,2017-11-28,NA,"48",22722,"2017",NA,NA,NA
"387","FHV - Lux Limo",3171,NA,3053,2936,1341,14.2,2.3,14.2,2.3,68,NA,NA,"2017-10",Oct 2017,98301,2017-10-28,NA,"43",22197,"2017",NA,NA,NA
"388","FHV - Lux Limo",3396,NA,3483,3375,1439,12.8,2.3,12.8,2.3,68,NA,NA,"2017-09",Sep 2017,101880,2017-09-28,NA,"39",23772,"2017",NA,NA,NA
"389","FHV - Lux Limo",2774,NA,3400,3278,1313,12.4,2.1,12.4,2,67,NA,NA,"2017-08",Aug 2017,85994,2017-08-28,NA,"35",19418,"2017",NA,NA,NA
"390","FHV - Lux Limo",2720,NA,3284,3237,1270,12.2,2.1,12.4,2.1,69,NA,NA,"2017-07",Jul 2017,84320,2017-07-28,NA,"30",19040,"2017",NA,NA,NA
"391","FHV - Lux Limo",3327,NA,3254,3225,1423,13.3,2.3,13.6,2.2,71,NA,NA,"2017-06",Jun 2017,99810,2017-06-28,NA,"26",23289,"2017",NA,NA,NA
"392","FHV - Lux Limo",3653,NA,3062,3053,1526,15.5,2.3,15.7,2.3,0,NA,NA,"2017-05",May 2017,113243,2017-05-28,NA,"21",25571,"2017",NA,NA,NA
"393","FHV - Lux Limo",3240,NA,3067,3034,1366,13.5,2.3,13.5,2.2,0,NA,NA,"2017-04",Apr 2017,97200,2017-04-28,NA,"17",22680,"2017",NA,NA,NA
"394","FHV - Lux Limo",3391,NA,2865,2923,1371,14.6,2.4,15,2.3,0,NA,NA,"2017-03",Mar 2017,105121,2017-03-28,NA,"13",23737,"2017",NA,NA,NA
"395","FHV - Lux Limo",3502,NA,3041,3083,1467,13.3,2.3,13.7,2.2,0,NA,NA,"2017-02",Feb 2017,98056,2017-02-28,NA,"09",24514,"2017",NA,NA,NA
"396","FHV - Lux Limo",3302,NA,3139,3178,1404,13.7,2.3,14,2.2,0,NA,NA,"2017-01",Jan 2017,102362,2017-01-28,NA,"04",23114,"2017",NA,NA,NA
"397","FHV - Lux Limo",2705,NA,2370,2545,1094,13.3,2.4,14.1,2.3,0,NA,NA,"2016-12",Dec 2016,83855,2016-12-28,NA,"52",18935,"2016",NA,NA,NA
"398","FHV - Lux Limo",2514,NA,2075,2198,1017,13.9,2.4,14.4,2.4,0,NA,NA,"2016-11",Nov 2016,75420,2016-11-28,NA,"48",17598,"2016",NA,NA,NA
"399","FHV - Lux Limo",3297,NA,2632,2696,1307,15.1,2.4,15.5,2.4,0,NA,NA,"2016-10",Oct 2016,102207,2016-10-28,NA,"43",23079,"2016",NA,NA,NA
"400","FHV - Lux Limo",3200,NA,2504,2579,1254,14.6,2.4,15,2.4,0,NA,NA,"2016-09",Sep 2016,96000,2016-09-28,NA,"39",22400,"2016",NA,NA,NA
"401","FHV - Lux Limo",3008,NA,3010,3077,1336,13.5,2.2,13.7,2.1,0,NA,NA,"2016-08",Aug 2016,93248,2016-08-28,NA,"34",21056,"2016",NA,NA,NA
"402","FHV - Lux Limo",3080,NA,2798,2830,1258,13.8,2.3,14.1,2.2,0,NA,NA,"2016-07",Jul 2016,95480,2016-07-28,NA,"30",21560,"2016",NA,NA,NA
"403","FHV - Lux Limo",5007,NA,3592,3628,1852,15.3,2.5,15.5,2.4,0,NA,NA,"2016-06",Jun 2016,150210,2016-06-28,NA,"26",35049,"2016",NA,NA,NA
"404","FHV - Lux Limo",4992,NA,3713,3676,1821,15.4,2.6,15.6,2.5,0,NA,NA,"2016-05",May 2016,154752,2016-05-28,NA,"21",34944,"2016",NA,NA,NA
"405","FHV - Lux Limo",5053,NA,3599,3593,1839,15.4,2.5,15.5,2.4,0,NA,NA,"2016-04",Apr 2016,151590,2016-04-28,NA,"17",35371,"2016",NA,NA,NA
"406","FHV - Lux Limo",4425,NA,3416,3436,1724,15.6,2.4,15.7,2.3,0,NA,NA,"2016-03",Mar 2016,137175,2016-03-28,NA,"13",30975,"2016",NA,NA,NA
"407","FHV - Lux Limo",4405,NA,3250,3370,1701,14.7,2.4,15,2.3,0,NA,NA,"2016-02",Feb 2016,127745,2016-02-28,NA,"08",30835,"2016",NA,NA,NA
"408","FHV - Lux Limo",3721,NA,3920,3371,1517,14,2.3,12.3,2.2,0,NA,NA,"2016-01",Jan 2016,115351,2016-01-28,NA,"04",26047,"2016",NA,NA,NA
"409","FHV - Lux Limo",5437,NA,3887,3948,1878,14.8,2.5,14.7,2.4,0,NA,NA,"2015-12",Dec 2015,168547,2015-12-28,NA,"52",38059,"2015",NA,NA,NA
"410","FHV - Lux Limo",5583,NA,3890,3820,1936,15.2,2.5,14.7,2.4,0,NA,NA,"2015-11",Nov 2015,167490,2015-11-28,NA,"47",39081,"2015",NA,NA,NA
"411","FHV - Lux Limo",5554,NA,3805,3840,2008,16.2,2.5,16.6,2.5,0,NA,NA,"2015-10",Oct 2015,172174,2015-10-28,NA,"43",38878,"2015",NA,NA,NA
"412","FHV - Lux Limo",4069,NA,3127,3069,1550,15.2,2.6,14.7,2.5,0,NA,NA,"2015-09",Sep 2015,122070,2015-09-28,NA,"39",28483,"2015",NA,NA,NA
"413","FHV - Lux Limo",3476,NA,2389,2462,1188,15,2.5,14.5,2.3,0,NA,NA,"2015-08",Aug 2015,107756,2015-08-28,NA,"34",24332,"2015",NA,NA,NA
"414","FHV - Lux Limo",3136,NA,2381,2354,1146,15.1,2.4,15.5,2.5,0,NA,NA,"2015-07",Jul 2015,97216,2015-07-28,NA,"30",21952,"2015",NA,NA,NA
"415","FHV - Lux Limo",3655,NA,2461,2501,1368,16.4,2.6,16.6,2.5,0,NA,NA,"2015-06",Jun 2015,109650,2015-06-28,NA,"25",25585,"2015",NA,NA,NA
"416","FHV - Lux Limo",3580,NA,2709,2735,1388,15.7,2.5,16,2.4,0,NA,NA,"2015-05",May 2015,110980,2015-05-28,NA,"21",25060,"2015",NA,NA,NA
"417","FHV - Lux Limo",2973,NA,1977,1990,1059,16,2.7,16.1,2.6,0,NA,NA,"2015-04",Apr 2015,89190,2015-04-28,NA,"17",20811,"2015",NA,NA,NA
"418","FHV - Lux Limo",1439,NA,957,990,553,17.3,2.6,18.7,2.5,0,NA,NA,"2015-03",Mar 2015,44609,2015-03-28,NA,"12",10073,"2015",NA,NA,NA
"419","FHV - Lux Limo",1782,NA,1037,1034,620,16.8,2.8,17.2,2.7,0,NA,NA,"2015-02",Feb 2015,49896,2015-02-28,NA,"08",12474,"2015",NA,NA,NA
"420","FHV - Lux Limo",1310,NA,886,856,462,16.8,2.8,16.6,2.7,0,NA,NA,"2015-01",Jan 2015,40610,2015-01-28,NA,"04",9170,"2015",NA,NA,NA
"421","Green",2181,52571,899,855,485,17,3.6,16.3,3.5,16.4,0.7,NA,"2023-09",Sep 2023,65430,2023-09-28,1577130,"39",15267,"2023",367997,NA,NA
"422","Green",1957,44903,886,853,471,17.1,3.4,16.7,3.4,15.2,0.68,NA,"2023-08",Aug 2023,60667,2023-08-28,1391993,"35",13699,"2023",314321,NA,NA
"423","Green",1978,43964,882,850,464,16.9,3.4,16.5,3.4,14.9,0.67,NA,"2023-07",Jul 2023,61318,2023-07-28,1362884,"30",13846,"2023",307748,NA,NA
"424","Green",2184,48844,889,855,479,16.8,3.6,16.4,3.5,15.5,0.69,NA,"2023-06",Jun 2023,65520,2023-06-28,1465320,"26",15288,"2023",341908,NA,NA
"425","Green",2231,48349,922,879,475,16.8,3.7,16.3,3.6,15.3,0.68,NA,"2023-05",May 2023,69161,2023-05-28,1498819,"21",15617,"2023",338443,NA,NA
"426","Green",2179,45836,933,884,481,16.3,3.5,15.8,3.5,14.6,0.67,NA,"2023-04",Apr 2023,65370,2023-04-28,1375080,"17",15253,"2023",320852,NA,NA
"427","Green",2323,47270,942,884,498,17.5,3.6,16.8,3.5,14.5,0.66,NA,"2023-03",Mar 2023,72013,2023-03-28,1465370,"13",16261,"2023",330890,NA,NA
"428","Green",2313,46203,928,891,504,15.8,3.6,15.5,3.5,14.1,0.66,NA,"2023-02",Feb 2023,64764,2023-02-28,1293684,"09",16191,"2023",323421,NA,NA
"429","Green",2199,43733,960,911,488,16.6,3.5,16.1,3.5,13.8,0.65,NA,"2023-01",Jan 2023,68169,2023-01-28,1355723,"04",15393,"2023",306131,NA,NA
"430","Green",2336,45204,966,942,496,16.3,3.6,16.1,3.5,15.9,0.66,NA,"2022-12",Dec 2022,72416,2022-12-28,1401324,"52",16352,"2022",316428,NA,NA
"431","Green",2076,35983,958,910,458,15.1,3.5,14.5,3.4,16.2,0.69,NA,"2022-11",Nov 2022,62280,2022-11-28,1079490,"48",14532,"2022",251881,NA,NA
"432","Green",2236,39956,966,929,485,16.2,3.5,15.8,3.5,16.5,0.69,NA,"2022-10",Oct 2022,69316,2022-10-28,1238636,"43",15652,"2022",279692,NA,NA
"433","Green",2300,43805,964,928,491,15.9,3.6,15.4,3.5,17.2,0.69,NA,"2022-09",Sep 2022,69000,2022-09-28,1314150,"39",16100,"2022",306635,NA,NA
"434","Green",2126,38913,961,924,475,16,3.5,15.5,3.4,15.8,0.67,NA,"2022-08",Aug 2022,65906,2022-08-28,1206303,"34",14882,"2022",272391,NA,NA
"435","Green",2070,37363,977,940,467,15.4,3.4,15,3.4,15.7,0.67,NA,"2022-07",Jul 2022,64170,2022-07-28,1158253,"30",14490,"2022",261541,NA,NA
"436","Green",2456,44690,1040,1004,527,15.7,3.6,15.3,3.6,16.8,0.68,NA,"2022-06",Jun 2022,73680,2022-06-28,1340700,"26",17192,"2022",312830,NA,NA
"437","Green",2482,44927,1065,1027,531,16.1,3.6,15.6,3.5,16.7,0.68,NA,"2022-05",May 2022,76942,2022-05-28,1392737,"21",17374,"2022",314489,NA,NA
"438","Green",2537,43601,1057,1027,546,16,3.5,15.7,3.5,15.9,0.67,NA,"2022-04",Apr 2022,76110,2022-04-28,1308030,"17",17759,"2022",305207,NA,NA
"439","Green",2532,42458,1133,1104,553,15.5,3.5,15.4,3.4,15.4,0.66,NA,"2022-03",Mar 2022,78492,2022-03-28,1316198,"13",17724,"2022",297206,NA,NA
"440","Green",2478,40483,1121,1085,565,14.6,3.4,14.3,3.3,15.1,0.65,NA,"2022-02",Feb 2022,69384,2022-02-28,1133524,"09",17346,"2022",283381,NA,NA
"441","Green",2016,32513,1162,1136,523,14.3,3.1,14.2,3,14.3,0.64,NA,"2022-01",Jan 2022,62496,2022-01-28,1007903,"04",14112,"2022",227591,NA,NA
"442","Green",3223,70839,1299,1232,705,17.8,3.6,17.1,3.6,19.5,0.69,NA,"2021-12",Dec 2021,99913,2021-12-28,2196009,"52",22561,"2021",495873,NA,NA
"443","Green",3607,82075,1311,1269,741,17.5,3.9,17.2,3.8,20.6,0.72,NA,"2021-11",Nov 2021,108210,2021-11-28,2462250,"47",25249,"2021",574525,NA,NA
"444","Green",3574,82092,1311,1251,736,18.3,3.9,17.6,3.8,21,0.73,NA,"2021-10",Oct 2021,110794,2021-10-28,2544852,"43",25018,"2021",574644,NA,NA
"445","Green",3190,77260,1216,1173,640,16.4,4,15.9,3.9,21.5,0.73,NA,"2021-09",Sep 2021,95700,2021-09-28,2317800,"39",22330,"2021",540820,NA,NA
"446","Green",2693,63669,944,926,509,17.1,4.1,16.9,4.1,20,0.75,NA,"2021-08",Aug 2021,83483,2021-08-28,1973739,"34",18851,"2021",445683,NA,NA
"447","Green",2698,63047,983,950,508,16.6,4.1,16.2,4.1,20.1,0.74,NA,"2021-07",Jul 2021,83638,2021-07-28,1954457,"30",18886,"2021",441329,NA,NA
"448","Green",2891,65832,1001,975,531,16.3,4.2,16.1,4.2,20.5,0.74,NA,"2021-06",Jun 2021,86730,2021-06-28,1974960,"26",20237,"2021",460824,NA,NA
"449","Green",2843,65571,980,952,517,16.8,4.3,16.5,4.2,20,0.77,NA,"2021-05",May 2021,88133,2021-05-28,2032701,"21",19901,"2021",458997,NA,NA
"450","Green",2897,67893,954,928,515,16.7,4.4,16.4,4.3,20.1,0.78,NA,"2021-04",Apr 2021,86910,2021-04-28,2036790,"17",20279,"2021",475251,NA,NA
"451","Green",2703,62416,952,932,483,16.1,4.4,15.9,4.4,18.9,0.79,NA,"2021-03",Mar 2021,83793,2021-03-28,1934896,"12",18921,"2021",436912,NA,NA
"452","Green",2305,52276,904,881,446,14.2,4.1,13.9,4.1,18.8,0.79,NA,"2021-02",Feb 2021,64540,2021-02-28,1463728,"08",16135,"2021",365932,NA,NA
"453","Green",2467,56409,991,982,491,15.5,4.1,15.5,4,17.4,0.79,NA,"2021-01",Jan 2021,76477,2021-01-28,1748679,"04",17269,"2021",394863,NA,NA
"454","Green",2681,60329,1095,1087,560,16,3.9,16,3.9,18.1,0.76,NA,"2020-12",Dec 2020,83111,2020-12-28,1870199,"52",18767,"2020",422303,NA,NA
"455","Green",2953,66502,1137,1106,610,16.6,4,16.4,3.9,18.2,0.77,NA,"2020-11",Nov 2020,88590,2020-11-28,1995060,"47",20671,"2020",465514,NA,NA
"456","Green",3067,68558,1137,1117,605,16.8,4.1,16.7,4.1,18.4,0.76,NA,"2020-10",Oct 2020,95077,2020-10-28,2125298,"43",21469,"2020",479906,NA,NA
"457","Green",2932,66854,1123,1100,575,15.7,4.1,15.5,4.1,18.6,0.75,NA,"2020-09",Sep 2020,87960,2020-09-28,2005620,"39",20524,"2020",467978,NA,NA
"458","Green",2614,62689,1143,1128,545,15,4,15,3.9,18.7,0.73,NA,"2020-08",Aug 2020,81034,2020-08-28,1943359,"34",18298,"2020",438823,NA,NA
"459","Green",2330,54821,936,924,430,14.4,4.3,14.4,4.2,18.1,0.72,NA,"2020-07",Jul 2020,72230,2020-07-28,1699451,"30",16310,"2020",383747,NA,NA
"460","Green",2103,46850,856,850,408,14.4,4.1,14.5,4,17.5,0.71,NA,"2020-06",Jun 2020,63090,2020-06-28,1405500,"25",14721,"2020",327950,NA,NA
"461","Green",1850,38441,830,819,405,15.3,3.7,15.3,3.7,16.5,0.72,NA,"2020-05",May 2020,57350,2020-05-28,1191671,"21",12950,"2020",269087,NA,NA
"462","Green",1187,22524,669,669,278,12.5,3.4,12.6,3.4,14.5,0.65,NA,"2020-04",Apr 2020,35610,2020-04-28,675720,"17",8309,"2020",157668,NA,NA
"463","Green",7208,114041,2692,2560,1248,15.1,4.4,14.7,4.3,15.2,0.62,NA,"2020-03",Mar 2020,223448,2020-03-28,3535271,"12",50456,"2020",798287,NA,NA
"464","Green",13743,240816,2844,2675,2006,21.8,5,20.9,4.9,15.4,0.44,NA,"2020-02",Feb 2020,398547,2020-02-28,6983664,"08",96201,"2020",1685712,NA,NA
"465","Green",13446,236992,2876,2703,1997,22.9,5,22,4.9,15.3,0.44,NA,"2020-01",Jan 2020,416826,2020-01-28,7346752,"04",94122,"2020",1658944,NA,NA
"466","Green",11598,162078,2904,2731,1834,20.8,4.4,20,4.4,13.6,0.53,NA,"2019-12",Dec 2019,359538,2019-12-28,5024418,"51",81186,"2019",1134546,NA,NA
"467","Green",12068,170328,2969,2781,1904,20.5,4.5,19.7,4.4,13.8,0.55,NA,"2019-11",Nov 2019,362040,2019-11-28,5109840,"47",84476,"2019",1192296,NA,NA
"468","Green",12470,178014,3004,2818,1990,21.9,4.5,21,4.4,14,0.56,NA,"2019-10",Oct 2019,386570,2019-10-28,5518434,"43",87290,"2019",1246098,NA,NA
"469","Green",12985,190621,3033,2856,2048,21.5,4.6,20.6,4.5,14.3,0.55,NA,"2019-09",Sep 2019,389550,2019-09-28,5718630,"38",90895,"2019",1334347,NA,NA
"470","Green",12866,188318,3033,2841,2011,22,4.6,20.9,4.6,13.9,0.54,NA,"2019-08",Aug 2019,398846,2019-08-28,5837858,"34",90062,"2019",1318226,NA,NA
"471","Green",13969,205934,3179,2985,2125,22.1,4.7,21.1,4.6,14.2,0.55,NA,"2019-07",Jul 2019,433039,2019-07-28,6383954,"29",97783,"2019",1441538,NA,NA
"472","Green",15690,235578,3292,3080,2216,21.6,5,20.7,4.8,15,0.55,NA,"2019-06",Jun 2019,470700,2019-06-28,7067340,"25",109830,"2019",1649046,NA,NA
"473","Green",16248,243583,3393,3170,2351,23,4.8,22,4.7,15.1,0.56,NA,"2019-05",May 2019,503688,2019-05-28,7551073,"21",113736,"2019",1705081,NA,NA
"474","Green",17080,249506,3508,3249,2423,22.4,4.9,21.2,4.8,14.3,0.56,NA,"2019-04",Apr 2019,512400,2019-04-28,7485180,"16",119560,"2019",1746542,NA,NA
"475","Green",19318,305302,3586,3296,2524,23.7,5.4,22.3,5.2,15.8,0.6,NA,"2019-03",Mar 2019,598858,2019-03-28,9464362,"12",135226,"2019",2137114,NA,NA
"476","Green",20481,325509,3626,3385,2651,21.9,5.4,20.9,5.3,15.7,0.62,NA,"2019-02",Feb 2019,573468,2019-02-28,9114252,"08",143367,"2019",2278563,NA,NA
"477","Green",20327,309210,3705,3442,2642,23.8,5.4,22.6,5.3,15,0.62,NA,"2019-01",Jan 2019,630137,2019-01-28,9585510,"04",142289,"2019",2164470,NA,NA
"478","Green",22083,341294,3777,3468,2720,24.3,5.6,22.9,5.4,15.7,0.59,NA,"2018-12",Dec 2018,684573,2018-12-28,10580114,"52",154581,"2018",2389058,NA,NA
"479","Green",21858,344302,3767,3490,2742,23.6,5.5,22.3,5.4,16.4,0.61,NA,"2018-11",Nov 2018,655740,2018-11-28,10329060,"48",153006,"2018",2410114,NA,NA
"480","Green",22889,360292,3827,3523,2796,24.6,5.7,23.2,5.6,16.3,0.6,NA,"2018-10",Oct 2018,709559,2018-10-28,11169052,"43",160223,"2018",2522044,NA,NA
"481","Green",22193,345939,3806,3503,2721,23.3,5.6,21.9,5.5,15.8,0.57,NA,"2018-09",Sep 2018,665790,2018-09-28,10378170,"39",155351,"2018",2421573,NA,NA
"482","Green",21468,326276,3788,3507,2646,23.4,5.6,22.1,5.5,15,0.6,NA,"2018-08",Aug 2018,665508,2018-08-28,10114556,"35",150276,"2018",2283932,NA,NA
"483","Green",22048,331003,3909,3588,2754,23.8,5.5,22.4,5.4,14.8,0.56,NA,"2018-07",Jul 2018,683488,2018-07-28,10261093,"30",154336,"2018",2317021,NA,NA
"484","Green",24610,374454,3976,3653,2858,23.5,5.8,22.1,5.6,15.5,0.56,NA,"2018-06",Jun 2018,738300,2018-06-28,11233620,"26",172270,"2018",2621178,NA,NA
"485","Green",25693,386965,4057,3707,2949,24.7,5.8,23.1,5.7,15.5,0.56,NA,"2018-05",May 2018,796483,2018-05-28,11995915,"22",179851,"2018",2708755,NA,NA
"486","Green",26642,384918,4081,3746,2976,23.8,5.9,22.4,5.8,14.5,0.56,NA,"2018-04",Apr 2018,799260,2018-04-28,11547540,"17",186494,"2018",2694426,NA,NA
"487","Green",26967,374253,4145,3773,2961,24.3,5.9,22.7,5.8,13.9,0.55,NA,"2018-03",Mar 2018,835977,2018-03-28,11601843,"13",188769,"2018",2619771,NA,NA
"488","Green",27461,360001,4260,3920,3058,21.8,5.9,20.6,5.7,12.9,0.55,NA,"2018-02",Feb 2018,768908,2018-02-28,10080028,"09",192227,"2018",2520007,NA,NA
"489","Green",25564,331105,4377,4021,2983,23,5.7,21.6,5.5,12.8,0.53,NA,"2018-01",Jan 2018,792484,2018-01-28,10264255,"04",178948,"2018",2317735,NA,NA
"490","Green",29223,383355,4497,4117,3200,24.1,5.9,22.6,5.8,13,0.51,NA,"2017-12",Dec 2017,905913,2017-12-28,11884005,"52",204561,"2017",2683485,NA,NA
